lead_created_pst,campaign_name,ad_group,cost,expected_revenue,clicks,conversions,contact_rate,referral_rate,ref_ms _rate
1/30/24,Campaign ABC,AG 48,0,0,0,0,,,
1/30/24,Campaign ABC,AG 50,0,0,0,0,,,
1/30/24,Campaign ABC,AG 52,15.93,0,3,0,,,
1/30/24,Campaign ABC,AG 54,18.79,0,3,0,,,
1/30/24,Campaign ABC,AG 55,127.18,20.57,21,2,0.5,0.25,0
1/30/24,Campaign ABC,AG 58,0,0,0,0,,,
1/30/24,Campaign ABC,AG 59,0,0,0,0,,,
1/30/24,Campaign ABC,AG 60,0,0,0,0,,,
1/30/24,Campaign ABC,AG 61,17.81,0,5,0,,,
1/30/24,Campaign ABC,AG 64,18.61,0,6,0,,,
1/30/24,Campaign ABC,AG 65,18.86,0,2,1,1,1,0
1/30/24,Campaign ABC,AG 66,60.34,0,18,0,,,
1/30/24,Campaign ABC,AG 67,13.13,0,4,0,,,
1/30/24,Campaign ABC,AG 70,1.41,0,1,0,,,
1/30/24,Campaign ABC,AG 71,4.75,0,1,1,1,0,
1/30/24,Campaign ABC,AG 73,0,0,0,0,,,
1/29/24,Campaign ABC,AG 1,24.03,0,7,0,1,0,
1/29/24,Campaign ABC,AG2,0,0,0,0,,,
1/29/24,Campaign ABC,AG 4,9.53,0,2,0,,,
1/29/24,Campaign ABC,AG 5,4.77,0,2,0,,,
1/29/24,Campaign ABC,AG 6,0,0,0,0,,,
1/29/24,Campaign ABC,AG 7,4.43,0,1,0,,,
1/29/24,Campaign ABC,AG 8,8.12,0,2,0,,,
1/29/24,Campaign ABC,AG 9,19.12,0,7,0,,,
1/29/24,Campaign ABC,AG 10,22.07,0,5,0,,,
1/29/24,Campaign ABC,AG 11,29.88,0,6,0,,,
1/29/24,Campaign ABC,AG 12,11.93,0,3,0,,,
1/29/24,Campaign ABC,AG 13,7.4,0,3,0,,,
1/29/24,Campaign ABC,AG 14,27.82,0,17,0,,,
1/29/24,Campaign ABC,AG 15,0,0,0,0,,,
1/29/24,Campaign ABC,AG 17,42.22,0,11,0,0,0,
1/29/24,Campaign ABC,AG 19,0,0,0,0,,,
1/29/24,Campaign ABC,AG 20,39.46,40,7,1,0,1,0
1/29/24,Campaign ABC,AG 21,170.22,2945.54,30,6,0.25,0.25,1
1/29/24,Campaign ABC,AG 22,12.13,0,5,1,0,0,
1/29/24,Campaign ABC,AG 23,21.34,0,6,1,0,0,
1/29/24,Campaign ABC,AG 25,124.64,4.28,16,2,0,1,0
1/29/24,Campaign ABC,AG 27,853.22,109.74,172,22,0.428571429,0.464285714,0.153846154
1/29/24,Campaign ABC,AG 28,19.12,0,9,0,,,
1/29/24,Campaign ABC,AG 32,0,0,0,0,,,
1/29/24,Campaign ABC,AG 33,26.84,0,4,0,,,
1/29/24,Campaign ABC,AG 34,60.97,0,10,2,0.5,0.5,0
1/29/24,Campaign ABC,AG 36,17.09,12.62,4,2,0,0.5,0
1/29/24,Campaign ABC,AG 37,6.2,0,2,0,,,
1/29/24,Campaign ABC,AG 38,0.67,0,1,0,,,
1/29/24,Campaign ABC,AG 40,21.45,0,4,2,0,0,
1/29/24,Campaign ABC,AG 42,6.85,0,1,1,0,0,
1/29/24,Campaign ABC,AG 43,30.77,0,7,3,0,0.333333333,0
1/29/24,Campaign ABC,AG 46,26.7,0,7,0,,,
1/29/24,Campaign ABC,AG 47,148.44,223.46,50,6,0.714285714,0.428571429,0.333333333
1/29/24,Campaign ABC,AG 48,0,0,0,0,,,
1/29/24,Campaign ABC,AG 50,4.5,0,1,0,,,
1/29/24,Campaign ABC,AG 52,48.39,0,10,1,,,
1/29/24,Campaign ABC,AG 53,0,0,0,0,,,
1/29/24,Campaign ABC,AG 54,78.47,0,13,1,1,1,0
1/29/24,Campaign ABC,AG 55,107.02,4272.33,20,3,1,0.857142857,0.666666667
1/29/24,Campaign ABC,AG 59,0,0,0,0,,,
1/29/24,Campaign ABC,AG 60,0,0,0,0,,,
1/29/24,Campaign ABC,AG 61,2.37,0,1,0,,,
1/29/24,Campaign ABC,AG 64,8.07,0,2,0,,,
1/29/24,Campaign ABC,AG 65,0,0,0,0,,,
1/29/24,Campaign ABC,AG 66,60.32,25.8,15,2,0.666666667,0.666666667,0
1/29/24,Campaign ABC,AG 67,48.53,0,8,0,,,
1/29/24,Campaign ABC,AG 70,0,0,0,0,,,
1/29/24,Campaign ABC,AG 71,0,0,0,0,,,
1/28/24,Campaign ABC,AG 1,8.07,0,3,0,,,
1/28/24,Campaign ABC,AG2,15.47,0,3,0,,,
1/28/24,Campaign ABC,AG 4,43.03,0,6,0,,,
1/28/24,Campaign ABC,AG 5,4.43,0,1,0,,,
1/28/24,Campaign ABC,AG 6,1.93,0,1,0,,,
1/28/24,Campaign ABC,AG 7,0,0,0,0,,,
1/28/24,Campaign ABC,AG 8,0,0,0,0,,,
1/28/24,Campaign ABC,AG 9,10.27,0,3,0,,,
1/28/24,Campaign ABC,AG 10,3.33,0,1,0,,,
1/28/24,Campaign ABC,AG 11,11.13,0,4,0,,,
1/28/24,Campaign ABC,AG 12,17.47,0,3,0,,,
1/28/24,Campaign ABC,AG 13,24.55,0,5,0,,,
1/28/24,Campaign ABC,AG 14,12.79,0,8,3,0,0.5,0
1/28/24,Campaign ABC,AG 15,0,0,0,0,,,
1/28/24,Campaign ABC,AG 17,13.69,0,10,0,,,
1/28/24,Campaign ABC,AG 19,0,0,0,0,,,
1/28/24,Campaign ABC,AG 20,0.99,0,1,0,,,
1/28/24,Campaign ABC,AG 21,128.85,0,21,4,0.5,0.5,0
1/28/24,Campaign ABC,AG 22,13.41,0,2,0,,,
1/28/24,Campaign ABC,AG 23,11.92,0,6,0,,,
1/28/24,Campaign ABC,AG 25,40.6,54.51,6,2,1,1,0.5
1/28/24,Campaign ABC,AG 27,512.47,2420.4,98,13,0.578947368,0.473684211,0.444444444
1/28/24,Campaign ABC,AG 28,3.02,0,3,0,,,
1/28/24,Campaign ABC,AG 33,0,0,0,0,,,
1/28/24,Campaign ABC,AG 34,89.91,0,16,2,1,1,0
1/28/24,Campaign ABC,AG 36,31.88,9.88,5,1,0.5,0.5,0
1/28/24,Campaign ABC,AG 37,4.99,0,2,0,,,
1/28/24,Campaign ABC,AG 38,0,0,0,0,,,
1/28/24,Campaign ABC,AG 40,0,0,0,0,,,
1/28/24,Campaign ABC,AG 42,0,0,0,0,,,
1/28/24,Campaign ABC,AG 43,26.58,0,5,0,1,0,
1/28/24,Campaign ABC,AG 46,40.56,0,9,0,,,
1/28/24,Campaign ABC,AG 47,177.58,32.11,51,6,0.6,0.4,0.3
1/28/24,Campaign ABC,AG 48,0,0,0,0,,,
1/28/24,Campaign ABC,AG 50,0,0,0,0,,,
1/28/24,Campaign ABC,AG 52,23.86,0,5,0,,,
1/28/24,Campaign ABC,AG 54,45.15,0,9,1,1,1,0
1/28/24,Campaign ABC,AG 55,70.85,40.93,11,2,0.333333333,0.666666667,0
1/28/24,Campaign ABC,AG 59,0,0,0,0,,,
1/28/24,Campaign ABC,AG 60,0,0,0,0,,,
1/28/24,Campaign ABC,AG 61,17.05,0,4,0,,,
1/28/24,Campaign ABC,AG 64,3.8,1.13,1,0,1,1,0
1/28/24,Campaign ABC,AG 65,0,0,0,0,,,
1/28/24,Campaign ABC,AG 66,29.47,0,10,1,0,0.5,0
1/28/24,Campaign ABC,AG 67,14.83,0,4,0,,,
1/28/24,Campaign ABC,AG 71,0,0,0,0,,,
1/27/24,Campaign ABC,AG 1,64.56,0,15,1,1,0,
1/27/24,Campaign ABC,AG2,8.92,0,3,0,,,
1/27/24,Campaign ABC,AG 4,74.92,0,9,0,,,
1/27/24,Campaign ABC,AG 5,0,0,0,0,,,
1/27/24,Campaign ABC,AG 6,3.46,0,2,0,,,
1/27/24,Campaign ABC,AG 7,6.93,0,3,0,,,
1/27/24,Campaign ABC,AG 8,7.88,0,1,0,,,
1/27/24,Campaign ABC,AG 9,7.97,0,3,0,,,
1/27/24,Campaign ABC,AG 10,21.37,0,3,0,,,
1/27/24,Campaign ABC,AG 11,6.22,0,2,0,,,
1/27/24,Campaign ABC,AG 12,23.99,0,4,0,0,0,
1/27/24,Campaign ABC,AG 13,0,0,0,0,,,
1/27/24,Campaign ABC,AG 14,24.38,0,15,1,1,0,
1/27/24,Campaign ABC,AG 15,0,0,0,0,,,
1/27/24,Campaign ABC,AG 17,28.28,0,10,0,,,
1/27/24,Campaign ABC,AG 19,1.22,0,1,0,,,
1/27/24,Campaign ABC,AG 20,0,0,0,0,,,
1/27/24,Campaign ABC,AG 21,104.98,24.21,19,1,0.5,1,0
1/27/24,Campaign ABC,AG 22,13.18,0,4,0,,,
1/27/24,Campaign ABC,AG 23,8,0,3,1,,,
1/27/24,Campaign ABC,AG 25,39.94,0,5,0,0,0,
1/27/24,Campaign ABC,AG 27,442.04,132.29,93,4,0.727272727,0.545454545,0
1/27/24,Campaign ABC,AG 28,11.35,0,2,0,,,
1/27/24,Campaign ABC,AG 33,16.88,0,2,0,,,
1/27/24,Campaign ABC,AG 34,77.61,0,17,1,0.5,0,
1/27/24,Campaign ABC,AG 36,73.39,0,11,0,1,0,
1/27/24,Campaign ABC,AG 37,12.07,0,3,0,,,
1/27/24,Campaign ABC,AG 40,5.3,0,2,0,,,
1/27/24,Campaign ABC,AG 42,7.38,0,2,0,,,
1/27/24,Campaign ABC,AG 43,17.69,0,6,0,,,
1/27/24,Campaign ABC,AG 46,23.73,0,5,0,,,
1/27/24,Campaign ABC,AG 47,160.55,63.9,53,4,0.714285714,0.428571429,0.3
1/27/24,Campaign ABC,AG 48,0,0,0,0,,,
1/27/24,Campaign ABC,AG 50,0,0,0,0,,,
1/27/24,Campaign ABC,AG 52,23.37,0,6,0,,,
1/27/24,Campaign ABC,AG 54,53.61,0,10,1,0,0,
1/27/24,Campaign ABC,AG 55,99.14,0,24,1,0,0,
1/27/24,Campaign ABC,AG 58,0,0,0,0,,,
1/27/24,Campaign ABC,AG 59,3.33,0,1,0,,,
1/27/24,Campaign ABC,AG 61,36.93,0,8,0,,,
1/27/24,Campaign ABC,AG 64,11.05,116.7,4,1,1,1,1
1/27/24,Campaign ABC,AG 65,13.19,0,2,0,,,
1/27/24,Campaign ABC,AG 66,37.71,0,10,1,0,0,
1/27/24,Campaign ABC,AG 67,28.38,0,4,0,,,
1/27/24,Campaign ABC,AG 71,9.12,0,2,1,0,1,0
1/26/24,Campaign ABC,AG 1,40.69,0,10,0,,,
1/26/24,Campaign ABC,AG2,0.88,0,1,0,,,
1/26/24,Campaign ABC,AG 4,26.11,0,5,0,,,
1/26/24,Campaign ABC,AG 5,5.58,0,1,0,,,
1/26/24,Campaign ABC,AG 6,3.61,0,2,1,1,1,0
1/26/24,Campaign ABC,AG 7,11.03,0,2,0,,,
1/26/24,Campaign ABC,AG 8,9.38,0,1,0,,,
1/26/24,Campaign ABC,AG 9,9.59,0,4,0,,,
1/26/24,Campaign ABC,AG 10,4.38,0,1,0,,,
1/26/24,Campaign ABC,AG 11,0,0,0,0,,,
1/26/24,Campaign ABC,AG 12,8.87,0,1,0,,,
1/26/24,Campaign ABC,AG 13,8.96,0,2,0,,,
1/26/24,Campaign ABC,AG 14,40.85,0,17,1,0,0,
1/26/24,Campaign ABC,AG 15,0,0,0,0,,,
1/26/24,Campaign ABC,AG 17,19.82,0,9,0,,,
1/26/24,Campaign ABC,AG 20,12.2,0,3,0,,,
1/26/24,Campaign ABC,AG 21,154.8,0,24,2,0,0,
1/26/24,Campaign ABC,AG 22,23.22,0,5,0,,,
1/26/24,Campaign ABC,AG 23,6.26,0,2,0,,,
1/26/24,Campaign ABC,AG 25,38.68,0,8,1,1,1,0
1/26/24,Campaign ABC,AG 27,564.56,170.84,104,10,0.294117647,0.352941176,0.333333333
1/26/24,Campaign ABC,AG 28,22.77,0,5,0,,,
1/26/24,Campaign ABC,AG 33,0,0,0,0,,,
1/26/24,Campaign ABC,AG 34,104.2,79.74,19,0,0,1,0
1/26/24,Campaign ABC,AG 36,40.93,341.4,6,2,1,1,0.5
1/26/24,Campaign ABC,AG 37,10.8,0,2,0,,,
1/26/24,Campaign ABC,AG 40,33.01,0,7,2,0,1,0
1/26/24,Campaign ABC,AG 42,0,0,0,0,,,
1/26/24,Campaign ABC,AG 43,10.88,0,5,0,,,
1/26/24,Campaign ABC,AG 46,25.3,5.28,5,1,0.5,0.5,0
1/26/24,Campaign ABC,AG 47,204.78,1.47,57,4,0.666666667,0.333333333,0.3
1/26/24,Campaign ABC,AG 48,4.02,0,1,0,,,
1/26/24,Campaign ABC,AG 50,0,0,0,0,,,
1/26/24,Campaign ABC,AG 52,16.3,0,4,0,,,
1/26/24,Campaign ABC,AG 54,29.58,35.68,8,0,1,1,0.5
1/26/24,Campaign ABC,AG 55,93.73,78.97,21,2,1,0.8,0.25
1/26/24,Campaign ABC,AG 59,0,0,0,0,,,
1/26/24,Campaign ABC,AG 60,0,0,0,0,,,
1/26/24,Campaign ABC,AG 61,43.67,0,11,0,,,
1/26/24,Campaign ABC,AG 64,18.19,0,5,1,0,0,
1/26/24,Campaign ABC,AG 65,13.47,0,2,0,,,
1/26/24,Campaign ABC,AG 66,24.7,0,6,0,,,
1/26/24,Campaign ABC,AG 67,64.65,7.85,12,1,0,1,0
1/26/24,Campaign ABC,AG 71,0,0,0,0,,,
1/26/24,Campaign ABC,AG 73,0,0,0,0,,,
1/25/24,Campaign ABC,AG 1,14.85,0,6,0,,,
1/25/24,Campaign ABC,AG2,0,0,0,0,,,
1/25/24,Campaign ABC,AG 4,31.23,0,5,0,,,
1/25/24,Campaign ABC,AG 5,0,0,0,0,,,
1/25/24,Campaign ABC,AG 6,1.12,0,1,0,,,
1/25/24,Campaign ABC,AG 7,15.17,0,2,0,,,
1/25/24,Campaign ABC,AG 8,10.1,0,2,0,,,
1/25/24,Campaign ABC,AG 9,10.71,145.56,5,0,1,1,1
1/25/24,Campaign ABC,AG 10,3.34,0,2,0,,,
1/25/24,Campaign ABC,AG 11,9.35,0,2,0,,,
1/25/24,Campaign ABC,AG 12,16.32,0,3,0,,,
1/25/24,Campaign ABC,AG 13,16.1,0,3,0,,,
1/25/24,Campaign ABC,AG 14,27.2,0,20,1,0,0,
1/25/24,Campaign ABC,AG 15,0,0,0,0,,,
1/25/24,Campaign ABC,AG 17,11.79,0,6,0,,,
1/25/24,Campaign ABC,AG 19,2.72,0,1,0,,,
1/25/24,Campaign ABC,AG 20,6.81,0,2,0,,,
1/25/24,Campaign ABC,AG 21,104.29,6.58,22,1,0.5,0.5,0
1/25/24,Campaign ABC,AG 22,8.82,0,3,0,,,
1/25/24,Campaign ABC,AG 23,12.34,0,5,0,,,
1/25/24,Campaign ABC,AG 25,30.25,160.19,4,2,1,1,0.666666667
1/25/24,Campaign ABC,AG 27,506.62,200.85,99,13,0.588235294,0.529411765,0.111111111
1/25/24,Campaign ABC,AG 28,0,0,0,0,,,
1/25/24,Campaign ABC,AG 33,4.62,0,1,1,0,0,
1/25/24,Campaign ABC,AG 34,46.46,0,8,1,0,1,0
1/25/24,Campaign ABC,AG 36,12.98,35.12,2,0,1,1,0
1/25/24,Campaign ABC,AG 37,3.85,0,1,0,,,
1/25/24,Campaign ABC,AG 38,0,0,0,0,,,
1/25/24,Campaign ABC,AG 40,0,0,0,0,,,
1/25/24,Campaign ABC,AG 42,0,0,0,0,,,
1/25/24,Campaign ABC,AG 43,37.61,0,7,1,1,0,
1/25/24,Campaign ABC,AG 46,22.92,0,6,0,,,
1/25/24,Campaign ABC,AG 47,120.05,37.86,37,4,0.833333333,0.5,0.333333333
1/25/24,Campaign ABC,AG 48,0,0,0,0,,,
1/25/24,Campaign ABC,AG 50,0,0,0,0,,,
1/25/24,Campaign ABC,AG 52,25.29,1306.74,4,1,1,1,1
1/25/24,Campaign ABC,AG 54,61.97,65.42,9,1,1,1,1
1/25/24,Campaign ABC,AG 55,78.28,0,16,2,1,1,0
1/25/24,Campaign ABC,AG 58,0,0,0,0,,,
1/25/24,Campaign ABC,AG 59,8.64,0,1,0,,,
1/25/24,Campaign ABC,AG 60,0,0,0,0,,,
1/25/24,Campaign ABC,AG 61,13.12,0,5,1,1,0.5,0
1/25/24,Campaign ABC,AG 64,5.51,0,2,0,,,
1/25/24,Campaign ABC,AG 65,0,0,0,0,,,
1/25/24,Campaign ABC,AG 66,29.55,0,6,0,1,0,
1/25/24,Campaign ABC,AG 67,15.35,0,6,0,,,
1/25/24,Campaign ABC,AG 71,3.99,0,2,0,,,
1/25/24,Campaign ABC,AG 73,2.19,0,1,0,,,
1/24/24,Campaign ABC,AG 1,12.93,0,7,0,,,
1/24/24,Campaign ABC,AG2,1.07,0,1,0,,,
1/24/24,Campaign ABC,AG 4,4.69,0,1,0,,,
1/24/24,Campaign ABC,AG 5,2.78,0,1,0,,,
1/24/24,Campaign ABC,AG 6,1.86,0,1,0,,,
1/24/24,Campaign ABC,AG 7,11.3,0,3,0,,,
1/24/24,Campaign ABC,AG 8,0,0,0,0,,,
1/24/24,Campaign ABC,AG 9,9.42,0,4,0,,,
1/24/24,Campaign ABC,AG 10,7.68,0,2,0,,,
1/24/24,Campaign ABC,AG 11,20.45,0,4,0,,,
1/24/24,Campaign ABC,AG 12,13.58,0,4,0,,,
1/24/24,Campaign ABC,AG 13,16.79,0,5,0,,,
1/24/24,Campaign ABC,AG 14,29.42,0,17,0,,,
1/24/24,Campaign ABC,AG 15,0,0,0,0,,,
1/24/24,Campaign ABC,AG 17,28.23,0,10,0,,,
1/24/24,Campaign ABC,AG 20,9.63,0,2,0,,,
1/24/24,Campaign ABC,AG 21,205,158.62,35,3,0.25,0.5,0.5
1/24/24,Campaign ABC,AG 22,43.98,0,14,1,1,1,0
1/24/24,Campaign ABC,AG 23,25.35,0,11,0,,,
1/24/24,Campaign ABC,AG 25,19.7,115.06,4,1,0.5,1,0
1/24/24,Campaign ABC,AG 27,390.02,72.45,82,8,1,0.6,0.166666667
1/24/24,Campaign ABC,AG 28,14.31,0,4,2,0,0,
1/24/24,Campaign ABC,AG 32,0,0,0,0,,,
1/24/24,Campaign ABC,AG 33,0,0,0,0,,,
1/24/24,Campaign ABC,AG 34,60.88,0,10,1,0,0,
1/24/24,Campaign ABC,AG 36,39.86,0,9,1,1,1,0
1/24/24,Campaign ABC,AG 37,8.19,0,2,0,,,
1/24/24,Campaign ABC,AG 38,0,0,0,0,,,
1/24/24,Campaign ABC,AG 40,17.37,0,3,0,,,
1/24/24,Campaign ABC,AG 42,0,0,0,0,,,
1/24/24,Campaign ABC,AG 43,19.69,0,3,0,,,
1/24/24,Campaign ABC,AG 46,38.29,0,9,0,,,
1/24/24,Campaign ABC,AG 47,136.91,18.13,41,4,0.375,0.5,0.3
1/24/24,Campaign ABC,AG 48,4.76,0,2,0,,,
1/24/24,Campaign ABC,AG 50,8.35,0,1,0,,,
1/24/24,Campaign ABC,AG 52,22.44,0,5,0,,,
1/24/24,Campaign ABC,AG 54,28.47,0,4,0,,,
1/24/24,Campaign ABC,AG 55,101.08,0,21,1,0,0,
1/24/24,Campaign ABC,AG 56,0,0,0,0,,,
1/24/24,Campaign ABC,AG 59,0,0,0,0,,,
1/24/24,Campaign ABC,AG 61,37.62,2,11,2,0,0.5,0
1/24/24,Campaign ABC,AG 64,2.39,0,2,0,,,
1/24/24,Campaign ABC,AG 65,9.72,0,1,1,1,1,1
1/24/24,Campaign ABC,AG 66,16.61,0,6,0,,,
1/24/24,Campaign ABC,AG 67,44.08,0,10,0,,,
1/24/24,Campaign ABC,AG 70,0,0,0,0,,,
1/24/24,Campaign ABC,AG 71,0,0,0,0,,,
1/23/24,Campaign ABC,AG 1,40.57,2358,11,1,1,1,1
1/23/24,Campaign ABC,AG2,1.1,0,1,0,,,
1/23/24,Campaign ABC,AG 4,18.03,0,4,0,,,
1/23/24,Campaign ABC,AG 5,0,0,0,0,,,
1/23/24,Campaign ABC,AG 6,0.6,0,1,0,,,
1/23/24,Campaign ABC,AG 7,4.07,0,2,0,,,
1/23/24,Campaign ABC,AG 8,0,0,0,0,,,
1/23/24,Campaign ABC,AG 9,5.03,0,1,0,,,
1/23/24,Campaign ABC,AG 10,19.36,38.12,4,1,1,1,1
1/23/24,Campaign ABC,AG 11,19.01,0,5,0,,,
1/23/24,Campaign ABC,AG 12,20.36,0,4,0,,,
1/23/24,Campaign ABC,AG 13,4.86,0,3,0,,,
1/23/24,Campaign ABC,AG 14,15.77,0,13,0,,,
1/23/24,Campaign ABC,AG 15,0,0,0,0,,,
1/23/24,Campaign ABC,AG 17,17.57,0,9,0,,,
1/23/24,Campaign ABC,AG 19,0,0,0,0,,,
1/23/24,Campaign ABC,AG 20,7.17,0,1,0,,,
1/23/24,Campaign ABC,AG 21,155,161.14,26,3,0.666666667,0.333333333,1
1/23/24,Campaign ABC,AG 22,35.52,0,9,0,,,
1/23/24,Campaign ABC,AG 23,11.78,0,2,0,,,
1/23/24,Campaign ABC,AG 25,87.47,20.1,11,2,0,1,0.5
1/23/24,Campaign ABC,AG 27,343.59,135.64,76,5,0.6,1,0.6
1/23/24,Campaign ABC,AG 28,9.53,0,5,0,,,
1/23/24,Campaign ABC,AG 33,0,0,0,0,,,
1/23/24,Campaign ABC,AG 34,59.77,70.46,10,2,0.333333333,0.666666667,0
1/23/24,Campaign ABC,AG 36,118.96,82.01,16,5,0.6,0.2,0
1/23/24,Campaign ABC,AG 37,10.86,0,3,0,,,
1/23/24,Campaign ABC,AG 38,0,0,0,0,,,
1/23/24,Campaign ABC,AG 40,39.39,0,7,0,,,
1/23/24,Campaign ABC,AG 42,0,0,0,0,,,
1/23/24,Campaign ABC,AG 43,36.5,0,9,2,0,0.5,1
1/23/24,Campaign ABC,AG 46,19.72,0,5,1,0,0,
1/23/24,Campaign ABC,AG 47,166.59,84.19,53,3,0.5,0.5,1
1/23/24,Campaign ABC,AG 48,19.06,0,3,0,,,
1/23/24,Campaign ABC,AG 50,0,0,0,0,,,
1/23/24,Campaign ABC,AG 52,18.21,0,5,0,0,0,
1/23/24,Campaign ABC,AG 54,54.53,0,10,1,0,1,0
1/23/24,Campaign ABC,AG 55,55.19,0,19,0,,,
1/23/24,Campaign ABC,AG 58,0,0,0,0,,,
1/23/24,Campaign ABC,AG 60,3.57,0,1,0,,,
1/23/24,Campaign ABC,AG 61,34.96,0,9,1,1,1,0
1/23/24,Campaign ABC,AG 64,24.42,0,6,0,,,
1/23/24,Campaign ABC,AG 65,0,0,0,0,,,
1/23/24,Campaign ABC,AG 66,7,0,2,0,,,
1/23/24,Campaign ABC,AG 67,55.62,0,10,0,,,
1/23/24,Campaign ABC,AG 71,5.44,0,1,0,,,
1/22/24,Campaign ABC,AG 1,14.6,0,4,0,,,
1/22/24,Campaign ABC,AG2,0,0,0,0,,,
1/22/24,Campaign ABC,AG 4,8.91,0,4,0,,,
1/22/24,Campaign ABC,AG 5,0,0,0,0,,,
1/22/24,Campaign ABC,AG 6,20.46,0,5,0,1,1,0
1/22/24,Campaign ABC,AG 7,16.86,0,4,0,,,
1/22/24,Campaign ABC,AG 8,0,0,0,0,,,
1/22/24,Campaign ABC,AG 9,8.83,0,4,0,,,
1/22/24,Campaign ABC,AG 10,18.16,0,3,1,,,
1/22/24,Campaign ABC,AG 11,10.91,0,4,0,,,
1/22/24,Campaign ABC,AG 12,14.25,0,3,0,,,
1/22/24,Campaign ABC,AG 13,18.39,0,2,1,0,0,
1/22/24,Campaign ABC,AG 14,40.5,0,20,0,0,1,0
1/22/24,Campaign ABC,AG 15,0,0,0,0,,,
1/22/24,Campaign ABC,AG 17,23.7,0,12,1,0,0,
1/22/24,Campaign ABC,AG 19,0,0,0,0,,,
1/22/24,Campaign ABC,AG 20,3.7,0,2,0,,,
1/22/24,Campaign ABC,AG 21,160.99,0,26,0,,,
1/22/24,Campaign ABC,AG 22,50.49,0,15,3,0.5,0.5,0
1/22/24,Campaign ABC,AG 23,2.61,0,1,0,,,
1/22/24,Campaign ABC,AG 25,40.33,0,6,0,,,
1/22/24,Campaign ABC,AG 27,501.02,5561.62,92,16,0.684210526,0.473684211,0.555555556
1/22/24,Campaign ABC,AG 28,19.32,0,5,0,,,
1/22/24,Campaign ABC,AG 33,0,0,0,0,,,
1/22/24,Campaign ABC,AG 34,48.89,0,8,0,,,
1/22/24,Campaign ABC,AG 36,62.29,11.45,10,1,1,1,0
1/22/24,Campaign ABC,AG 37,7.4,0,2,0,,,
1/22/24,Campaign ABC,AG 38,0,0,0,0,,,
1/22/24,Campaign ABC,AG 40,0,0,0,0,,,
1/22/24,Campaign ABC,AG 42,1.53,0,1,0,,,
1/22/24,Campaign ABC,AG 43,18.72,0,5,0,,,
1/22/24,Campaign ABC,AG 46,42.26,0,10,0,,,
1/22/24,Campaign ABC,AG 47,171.6,57.65,55,5,0.5,0.4,0.3
1/22/24,Campaign ABC,AG 48,4.16,0,1,0,,,
1/22/24,Campaign ABC,AG 50,0,0,0,0,,,
1/22/24,Campaign ABC,AG 52,25.22,0,6,0,,,
1/22/24,Campaign ABC,AG 54,18.58,0,5,0,,,
1/22/24,Campaign ABC,AG 55,75.77,0,20,1,0.5,0,
1/22/24,Campaign ABC,AG 56,0,0,0,0,,,
1/22/24,Campaign ABC,AG 59,0,0,0,0,,,
1/22/24,Campaign ABC,AG 60,0,0,0,0,,,
1/22/24,Campaign ABC,AG 61,2.88,0,1,0,,,
1/22/24,Campaign ABC,AG 64,34.45,84.4,9,1,0.5,0.5,0
1/22/24,Campaign ABC,AG 65,0,0,0,0,,,
1/22/24,Campaign ABC,AG 66,61.21,0,16,1,0,0,
1/22/24,Campaign ABC,AG 67,52.18,0,9,1,0,0,
1/22/24,Campaign ABC,AG 70,0,0,0,0,,,
1/22/24,Campaign ABC,AG 71,4.43,0,1,0,,,
1/22/24,Campaign ABC,AG 73,0,0,0,0,,,
1/21/24,Campaign ABC,AG 1,18.41,0,5,0,,,
1/21/24,Campaign ABC,AG2,0,0,0,0,,,
1/21/24,Campaign ABC,AG 4,28.67,0,6,0,,,
1/21/24,Campaign ABC,AG 5,0,0,0,0,,,
1/21/24,Campaign ABC,AG 6,5.69,0,3,0,,,
1/21/24,Campaign ABC,AG 7,2.48,0,1,0,,,
1/21/24,Campaign ABC,AG 8,0,0,0,0,,,
1/21/24,Campaign ABC,AG 9,15.93,0,3,0,,,
1/21/24,Campaign ABC,AG 10,2.18,0,1,1,0,0,
1/21/24,Campaign ABC,AG 11,13.42,0,3,0,,,
1/21/24,Campaign ABC,AG 12,32.68,0,9,0,,,
1/21/24,Campaign ABC,AG 13,17.63,0,6,0,,,
1/21/24,Campaign ABC,AG 14,33.26,0,15,0,0,0,
1/21/24,Campaign ABC,AG 15,0,0,0,0,,,
1/21/24,Campaign ABC,AG 17,36.96,0,18,0,,,
1/21/24,Campaign ABC,AG 20,3.83,0,2,0,,,
1/21/24,Campaign ABC,AG 21,65.45,107.09,12,4,0.75,0.75,0
1/21/24,Campaign ABC,AG 22,35.76,0,9,0,,,
1/21/24,Campaign ABC,AG 23,8.56,60.3,5,1,1,1,1
1/21/24,Campaign ABC,AG 25,20.62,0,5,0,,,
1/21/24,Campaign ABC,AG 27,544.73,844.27,106,8,0.307692308,0.307692308,0.5
1/21/24,Campaign ABC,AG 28,88.32,0,34,0,0,0,
1/21/24,Campaign ABC,AG 33,5.19,0,1,1,0,1,0
1/21/24,Campaign ABC,AG 34,63.77,0,14,2,0.5,0,
1/21/24,Campaign ABC,AG 36,29.05,0,6,0,,,
1/21/24,Campaign ABC,AG 37,9.99,0,1,0,,,
1/21/24,Campaign ABC,AG 40,0,0,0,0,,,
1/21/24,Campaign ABC,AG 42,6.38,0,3,0,,,
